path,label,class_name,stage,gt_prob,pred_prob,pred,correct,entropy
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\236.jpg,3,joy,low_0.15,0.4231889247894287,0.4231889247894287,3,1,1.3826720714569092
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\237.jpg,5,surprise,low_0.15,0.25623971223831177,0.374329537153244,2,0,1.521287202835083
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\237.jpg,2,fear,low_0.15,0.28712940216064453,0.28712940216064453,2,1,1.617742657661438
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\237.jpg,0,anger,low_0.15,0.2453075796365738,0.4287468194961548,2,0,1.4216876029968262
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\232.jpg,4,sadness,low_0.30,0.3295285403728485,0.3488695025444031,3,0,1.504196047782898
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\232.jpg,0,anger,low_0.30,0.28981509804725647,0.3626451790332794,3,0,1.5611039400100708
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\232.jpg,5,surprise,low_0.30,0.27207428216934204,0.27207428216934204,5,1,1.658426284790039
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\232.jpg,1,disgust,low_0.30,0.5273793935775757,0.5273793935775757,1,1,1.2506225109100342
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\232.jpg,2,fear,low_0.30,0.34029269218444824,0.3864462375640869,0,0,1.369834542274475
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\233.jpg,2,fear,low_0.30,0.8102049231529236,0.8102049231529236,2,1,0.7157256007194519
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\233.jpg,0,anger,low_0.30,0.10900953412055969,0.7566433548927307,2,0,0.8755039572715759
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\233.jpg,1,disgust,low_0.30,0.5191195011138916,0.5191195011138916,1,1,1.3436189889907837
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\232.jpg,3,joy,low_0.30,0.2169886976480484,0.34703588485717773,1,0,1.6233429908752441
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\234.jpg,0,anger,low_0.30,0.21725066006183624,0.25786224007606506,3,0,1.7238388061523438
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\233.jpg,5,surprise,low_0.30,0.5373822450637817,0.5373822450637817,5,1,1.3150079250335693
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\233.jpg,4,sadness,low_0.30,0.9438820481300354,0.9438820481300354,4,1,0.28344956040382385
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\233.jpg,3,joy,low_0.30,0.35629141330718994,0.35629141330718994,3,1,1.4556233882904053
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\234.jpg,1,disgust,low_0.30,0.21916545927524567,0.41947728395462036,2,0,1.5471899509429932
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\234.jpg,5,surprise,low_0.30,0.36459431052207947,0.36459431052207947,5,1,1.45010507106781
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\234.jpg,2,fear,low_0.30,0.3612430989742279,0.3612430989742279,2,1,1.5282808542251587
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\234.jpg,3,joy,low_0.30,0.752509593963623,0.752509593963623,3,1,0.9293234944343567
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\234.jpg,4,sadness,low_0.30,0.20766714215278625,0.4617231786251068,2,0,1.4476170539855957
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\235.jpg,0,anger,low_0.30,0.48001062870025635,0.48001062870025635,0,1,1.2688183784484863
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\236.jpg,0,anger,low_0.30,0.8027910590171814,0.8027910590171814,0,1,0.6706692576408386
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\235.jpg,3,joy,low_0.30,0.5123971700668335,0.5123971700668335,3,1,1.3769755363464355
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\235.jpg,1,disgust,low_0.30,0.5472269058227539,0.5472269058227539,1,1,1.393953800201416
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\235.jpg,2,fear,low_0.30,0.13024213910102844,0.5900915265083313,5,0,1.2414028644561768
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\235.jpg,4,sadness,low_0.30,0.08274677395820618,0.745492696762085,2,0,0.9467043876647949
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\236.jpg,1,disgust,low_0.30,0.04271532967686653,0.5337184071540833,2,0,1.3639309406280518
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\235.jpg,5,surprise,low_0.30,0.6123831272125244,0.6123831272125244,5,1,1.1277644634246826
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\236.jpg,2,fear,low_0.30,0.6299567222595215,0.6299567222595215,2,1,1.182759404182434
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\236.jpg,5,surprise,low_0.30,0.631401002407074,0.631401002407074,5,1,1.1416813135147095
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\236.jpg,3,joy,low_0.30,0.6614940166473389,0.6614940166473389,3,1,1.014784812927246
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\237.jpg,5,surprise,low_0.30,0.14894013106822968,0.30771130323410034,1,0,1.522534966468811
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\237.jpg,2,fear,low_0.30,0.22057555615901947,0.40925124287605286,3,0,1.4731074571609497
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\237.jpg,0,anger,low_0.30,0.15017181634902954,0.32205724716186523,2,0,1.582512617111206
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\232.jpg,4,sadness,low_0.50,0.6424771547317505,0.6424771547317505,4,1,1.0638983249664307
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\232.jpg,0,anger,low_0.50,0.47959810495376587,0.47959810495376587,0,1,1.446634292602539
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\232.jpg,5,surprise,low_0.50,0.3278312087059021,0.3278312087059021,5,1,1.6327701807022095
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\232.jpg,1,disgust,low_0.50,0.5984677672386169,0.5984677672386169,1,1,1.1847995519638062
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\232.jpg,2,fear,low_0.50,0.21891272068023682,0.5130504965782166,0,0,1.336240291595459
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\233.jpg,2,fear,low_0.50,0.5766903162002563,0.5766903162002563,2,1,1.1965181827545166
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\233.jpg,0,anger,low_0.50,0.12926320731639862,0.7351334691047668,2,0,0.9191299676895142
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\233.jpg,1,disgust,low_0.50,0.42693302035331726,0.42693302035331726,1,1,1.2433993816375732
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\232.jpg,3,joy,low_0.50,0.6444188952445984,0.6444188952445984,3,1,1.178977608680725
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\234.jpg,0,anger,low_0.50,0.28069961071014404,0.3011362850666046,1,0,1.6487854719161987
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\233.jpg,5,surprise,low_0.50,0.6638157963752747,0.6638157963752747,5,1,1.126434326171875
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\233.jpg,4,sadness,low_0.50,0.9624743461608887,0.9624743461608887,4,1,0.2061389684677124
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\233.jpg,3,joy,low_0.50,0.24674271047115326,0.5815492272377014,4,0,1.142759919166565
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\234.jpg,1,disgust,low_0.50,0.2496403008699417,0.41561803221702576,2,0,1.5210572481155396
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\234.jpg,5,surprise,low_0.50,0.31225886940956116,0.38438451290130615,0,0,1.4051367044448853
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\234.jpg,2,fear,low_0.50,0.31992730498313904,0.38997682929039,1,0,1.4245951175689697
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\234.jpg,3,joy,low_0.50,0.9074044823646545,0.9074044823646545,3,1,0.4303608536720276
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\234.jpg,4,sadness,low_0.50,0.8187952637672424,0.8187952637672424,4,1,0.7047964334487915
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\235.jpg,0,anger,low_0.50,0.4535715579986572,0.4535715579986572,0,1,1.3801937103271484
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\236.jpg,0,anger,low_0.50,0.8690363764762878,0.8690363764762878,0,1,0.5118269920349121
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\235.jpg,3,joy,low_0.50,0.6134592294692993,0.6134592294692993,3,1,1.1696701049804688
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\235.jpg,1,disgust,low_0.50,0.6025676131248474,0.6025676131248474,1,1,1.2733078002929688
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\235.jpg,2,fear,low_0.50,0.14751721918582916,0.613093376159668,5,0,1.2132326364517212
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\235.jpg,4,sadness,low_0.50,0.13293150067329407,0.6128383874893188,2,0,1.2387372255325317
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\236.jpg,1,disgust,low_0.50,0.05822502076625824,0.3569203019142151,0,0,1.5513981580734253
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\235.jpg,5,surprise,low_0.50,0.7987728118896484,0.7987728118896484,5,1,0.7379524111747742
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\236.jpg,2,fear,low_0.50,0.5297331213951111,0.5297331213951111,2,1,1.3340704441070557
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\236.jpg,5,surprise,low_0.50,0.7514820694923401,0.7514820694923401,5,1,0.8808544278144836
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\236.jpg,3,joy,low_0.50,0.7809721827507019,0.7809721827507019,3,1,0.7874428629875183
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\237.jpg,5,surprise,low_0.50,0.15484407544136047,0.3652566373348236,1,0,1.4950110912322998
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\237.jpg,2,fear,low_0.50,0.19131116569042206,0.4064246416091919,3,0,1.476546049118042
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\237.jpg,0,anger,low_0.50,0.19650590419769287,0.35960912704467773,4,0,1.605212688446045
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\232.jpg,4,sadness,full,0.7307188510894775,0.7307188510894775,4,1,0.9543352723121643
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\232.jpg,0,anger,full,0.6618812084197998,0.6618812084197998,0,1,1.1590776443481445
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\232.jpg,5,surprise,full,0.5774327516555786,0.5774327516555786,5,1,1.3199386596679688
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\232.jpg,1,disgust,full,0.5510767102241516,0.5510767102241516,1,1,1.1888186931610107
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\232.jpg,2,fear,full,0.21577949821949005,0.5670815110206604,0,0,1.2186814546585083
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\233.jpg,2,fear,full,0.6863107085227966,0.6863107085227966,2,1,0.9757851362228394
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\233.jpg,0,anger,full,0.11449459195137024,0.5748862624168396,2,0,1.1134848594665527
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\233.jpg,1,disgust,full,0.3721138834953308,0.4956626892089844,5,0,1.129103660583496
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\232.jpg,3,joy,full,0.6017771363258362,0.6017771363258362,3,1,1.203485369682312
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\234.jpg,0,anger,full,0.30674681067466736,0.30674681067466736,0,1,1.5749841928482056
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\233.jpg,5,surprise,full,0.7846412062644958,0.7846412062644958,5,1,0.8266721963882446
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\233.jpg,4,sadness,full,0.9741199612617493,0.9741199612617493,4,1,0.14762373268604279
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\233.jpg,3,joy,full,0.11197260767221451,0.7771135568618774,4,0,0.8038238286972046
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\234.jpg,1,disgust,full,0.3925231099128723,0.3925231099128723,1,1,1.3376028537750244
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\234.jpg,5,surprise,full,0.4685778021812439,0.4685778021812439,5,1,1.2112319469451904
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\234.jpg,2,fear,full,0.30393528938293457,0.4258517026901245,1,0,1.379443645477295
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\234.jpg,3,joy,full,0.906541645526886,0.906541645526886,3,1,0.416622519493103
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\234.jpg,4,sadness,full,0.9302650094032288,0.9302650094032288,4,1,0.3571014404296875
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\235.jpg,0,anger,full,0.5081291794776917,0.5081291794776917,0,1,1.3117587566375732
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\236.jpg,0,anger,full,0.8671325445175171,0.8671325445175171,0,1,0.5318130254745483
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\235.jpg,3,joy,full,0.507321834564209,0.507321834564209,3,1,1.2227054834365845
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\235.jpg,1,disgust,full,0.7807029485702515,0.7807029485702515,1,1,0.8389531373977661
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\235.jpg,2,fear,full,0.22378487884998322,0.5447486042976379,5,0,1.3071563243865967
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\235.jpg,4,sadness,full,0.1560492217540741,0.5672237873077393,2,0,1.2887775897979736
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\236.jpg,1,disgust,full,0.17887292802333832,0.34932011365890503,0,0,1.6522703170776367
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\235.jpg,5,surprise,full,0.8671674132347107,0.8671674132347107,5,1,0.5458518266677856
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\236.jpg,2,fear,full,0.446684867143631,0.446684867143631,2,1,1.3886516094207764
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\236.jpg,5,surprise,full,0.8605459332466125,0.8605459332466125,5,1,0.5941231846809387
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\236.jpg,3,joy,full,0.5361348986625671,0.5361348986625671,3,1,1.2112654447555542
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\237.jpg,5,surprise,full,0.1814715564250946,0.4241706430912018,1,0,1.441908359527588
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\237.jpg,2,fear,full,0.18427102267742157,0.32095542550086975,5,0,1.5159066915512085
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\237.jpg,0,anger,full,0.20037434995174408,0.4291686713695526,4,0,1.5233855247497559
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\236.jpg,4,sadness,low_0.15,0.14360837638378143,0.3822384476661682,2,0,1.5848453044891357
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\237.jpg,1,disgust,low_0.15,0.6327768564224243,0.6327768564224243,1,1,1.2226277589797974
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\237.jpg,3,joy,low_0.15,0.4703396260738373,0.4703396260738373,3,1,1.3928236961364746
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\237.jpg,4,sadness,low_0.15,0.1116928905248642,0.4437987804412842,2,0,1.5527739524841309
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\238.jpg,3,joy,low_0.15,0.4104782044887543,0.4104782044887543,3,1,1.5592756271362305
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\238.jpg,5,surprise,low_0.15,0.5358537435531616,0.5358537435531616,5,1,1.3296927213668823
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\238.jpg,2,fear,low_0.15,0.5265184640884399,0.5265184640884399,2,1,1.385340690612793
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\238.jpg,1,disgust,low_0.15,0.496711790561676,0.496711790561676,1,1,1.3717248439788818
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\238.jpg,4,sadness,low_0.15,0.11651770770549774,0.3314010202884674,5,0,1.6094286441802979
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\238.jpg,0,anger,low_0.15,0.19351765513420105,0.44574037194252014,2,0,1.4993444681167603
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\239.jpg,1,disgust,low_0.15,0.8356342315673828,0.8356342315673828,1,1,0.6721602082252502
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\239.jpg,2,fear,low_0.15,0.812611997127533,0.812611997127533,2,1,0.7520047426223755
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\239.jpg,0,anger,low_0.15,0.24807319045066833,0.27299976348876953,3,0,1.6378527879714966
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\240.jpg,0,anger,low_0.15,0.22744832932949066,0.3299980163574219,3,0,1.4953522682189941
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\240.jpg,1,disgust,low_0.15,0.2717491090297699,0.2717491090297699,1,1,1.750184416770935
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\239.jpg,5,surprise,low_0.15,0.17892155051231384,0.48854541778564453,2,0,1.432025671005249
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\239.jpg,3,joy,low_0.15,0.48237019777297974,0.48237019777297974,3,1,1.4472049474716187
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\240.jpg,3,joy,low_0.15,0.5042449235916138,0.5042449235916138,3,1,1.329399585723877
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\240.jpg,2,fear,low_0.15,0.7843267917633057,0.7843267917633057,2,1,0.8551883697509766
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\240.jpg,5,surprise,low_0.15,0.2701287567615509,0.35303840041160583,2,0,1.5163023471832275
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\239.jpg,4,sadness,low_0.15,0.15196585655212402,0.2728644907474518,2,0,1.7308542728424072
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\240.jpg,4,sadness,low_0.15,0.20166824758052826,0.3773421049118042,2,0,1.5552005767822266
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\241.jpg,3,joy,low_0.15,0.235947847366333,0.31615665555000305,2,0,1.6576001644134521
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\241.jpg,2,fear,low_0.15,0.31482142210006714,0.31482142210006714,2,1,1.6430288553237915
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\241.jpg,0,anger,low_0.15,0.4080736041069031,0.4080736041069031,0,1,1.494793176651001
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\241.jpg,4,sadness,low_0.15,0.28639331459999084,0.4055730104446411,2,0,1.4757742881774902
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\241.jpg,1,disgust,low_0.15,0.3584465980529785,0.3584465980529785,1,1,1.6265780925750732
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\242.jpg,2,fear,low_0.15,0.8462940454483032,0.8462940454483032,2,1,0.6262248754501343
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\242.jpg,1,disgust,low_0.15,0.130670428276062,0.2238875925540924,3,0,1.7751984596252441
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\241.jpg,5,surprise,low_0.15,0.16688388586044312,0.35849666595458984,1,0,1.6671984195709229
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\242.jpg,0,anger,low_0.15,0.3164004385471344,0.3164004385471344,0,1,1.6415481567382812
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\242.jpg,3,joy,low_0.15,0.23151986300945282,0.291225403547287,5,0,1.6053121089935303
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\236.jpg,4,sadness,low_0.30,0.12005002796649933,0.5162344574928284,2,0,1.3455810546875
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\237.jpg,1,disgust,low_0.30,0.8724657297134399,0.8724657297134399,1,1,0.5719693303108215
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\237.jpg,3,joy,low_0.30,0.7659705281257629,0.7659705281257629,3,1,0.8599854707717896
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\237.jpg,4,sadness,low_0.30,0.11022583395242691,0.543069064617157,2,0,1.337457299232483
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\238.jpg,3,joy,low_0.30,0.7911313772201538,0.7911313772201538,3,1,0.8010587692260742
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\238.jpg,5,surprise,low_0.30,0.6137250065803528,0.6137250065803528,5,1,1.192028522491455
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\238.jpg,2,fear,low_0.30,0.9003085494041443,0.9003085494041443,2,1,0.46442753076553345
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\238.jpg,1,disgust,low_0.30,0.4639921188354492,0.4639921188354492,1,1,1.4019510746002197
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\238.jpg,4,sadness,low_0.30,0.465889573097229,0.465889573097229,4,1,1.4922279119491577
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\238.jpg,0,anger,low_0.30,0.3608686327934265,0.41176170110702515,2,0,1.3571689128875732
